X,Y,OBJECTID,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,POSTAL_CODE,LATITUDE83,LONGITUDE83,HUC8_CODE,ACCURACY_VALUE,COLLECT_MTH_DESC,REF_POINT_DESC,CREATE_DATE,UPDATE_DATE,LAST_REPORTED_DATE,FAC_URL,PGM_SYS_ID,PGM_SYS_ACRNM,INTEREST_TYPE,PROGRAM_URL,PGM_REPORT_URL,PUBLIC_IND,ACTIVE_STATUS,FEDERAL_AGENCY_NAME,HUC_12,FEDERAL_LAND_IND,FED_FACILITY_CODE,EPA_REGION_CODE,KEY_FIELD
-74.393062517,43.0430700730001,350,110009302682,JOHNSTOWN CITY LANDFILL,WEST FULTON STREET EXT,JOHNSTOWN,FULTON,36035,NY,12095,43.043061,-74.393061,02020004,,,,2002/02/28 19:51:58+00,2015/12/11 00:00:33+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009302682,NYD980506927,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNYD980506927
-76.541902153,39.2956077960001,351,110009290908,KANE & LOMBARD STREET DRUMS,KANE & LOMBARD STS,BALTIMORE,BALTIMORE CITY,24510,MD,21224,39.2956,-76.5419,02060003,,,,2002/02/28 18:07:16+00,2015/12/11 00:01:08+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009290908,MDD980923783,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,03,SEMSMDD980923783
-75.3216629779999,39.801677141,352,110007135652,BRIDGEPORT RENTAL & OIL SERVICES,CEDAR SWAMP & RT 130,LOGAN,GLOUCESTER,34015,NJ,08085,39.801669,-75.321661,02040202,,,,2002/02/28 19:24:38+00,2015/12/11 00:04:38+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007135652,NJD053292652,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD053292652
-97.316482902,37.7369429070001,353,110009286192,JOHNS' SLUDGE POND,29TH ST NE OF HYDRAULIC,WICHITA,SEDGWICK,20173,KS,67212,37.736936,-97.316475,11030013,,,,2002/02/28 17:34:51+00,2015/12/11 00:04:43+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009286192,KSD980631980,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,07,SEMSKSD980631980
-117.313112258,34.1718155030001,354,110009268283,NEWMARK GROUND WATER CONTAMINATION,BUNKER HILL GROUND WATER BASIN,SAN BERNARDINO,SAN BERNARDINO,06071,CA,92408,34.171811,-117.3131,18070203,,,,2002/02/28 14:02:49+00,2015/12/11 00:05:40+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009268283,CAD981434517,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,09,SEMSCAD981434517
-74.499440466,40.07555856,355,110009300032,PIJAK FARM,FISCHER ROAD,NEW EGYPT,OCEAN,34029,NJ,08533,40.07555,-74.499439,02040201,,,,2002/02/28 19:29:26+00,2015/12/11 00:00:46+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009300032,NJD980532808,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,02,SEMSNJD980532808
-73.0691951489999,40.928147553,356,110000582405,"LAWRENCE AVIATION INDUSTRIES, INC.",SHEEP PASTURE RD.,PORT JEFFERSON STATION,SUFFOLK,36103,NY,117762220,40.928139,-73.069194,02030201,,,,2002/01/28 20:23:13+00,2015/12/11 00:00:49+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000582405,NYD002041531,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNYD002041531
-122.691403199,45.6063945920001,357,110001656351,ECOLUBE RECOVERY,11535 N FORCE AVE,PORTLAND,MULTNOMAH,41051,OR,97217,45.606389,-122.691389,17080001,,,,2003/03/26 17:29:00+00,2015/12/11 00:05:50+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001656351,ORD071803985,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,10,SEMSORD071803985
-78.9275859799999,42.458786542,358,110007146356,PETER COOPER,PALMER STREET,GOWANDA,CATTARAUGUS,36009,NY,140700000,42.458778,-78.927583,04120102,,,,2002/01/28 20:27:12+00,2019/11/12 10:53:00+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007146356,NYD980530265,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,02,SEMSNYD980530265
-97.337554927,37.783642909,359,110009285852,57TH AND NORTH BROADWAY STREETS SITE,57TH STREET & NORTH BROADWAY STREET,WICHITA,SEDGWICK,20173,KS,67219,37.783636,-97.337547,11030013,,,,2002/02/28 17:33:09+00,2015/12/11 00:04:43+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009285852,KSD981710247,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,07,SEMSKSD981710247
-96.529446725,40.9172259150001,360,110009297974,WAVERLY GROUND WATER CONTAMINATION,SEC 16 T11N R8E,WAVERLY,LANCASTER,31109,NE,68462,40.917219,-96.529439,10200203,,,,2002/02/28 19:09:24+00,2015/12/11 00:05:45+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009297974,NED980862718,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,07,SEMSNED980862718
-123.066822152,43.579521291,361,110009323008,BLACK BUTTE MINE,LONDON ROAD,COTTAGE GROVE,LANE,41039,OR,97424,43.579516,-123.066808,17090002,,,,2009/10/13 14:55:21+00,2015/12/11 00:05:50+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009323008,OR0000515759,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,10,SEMSOR0000515759
-123.107455949,41.9599662840001,362,110043437821,BLUE LEDGE MINE,"SECTIONS 34, TOWNSHIP 48 N, RANGE 11 W",SEIAD VALLEY,SISKIYOU,06093,CA,96086,41.959961,-123.107442,17100309,,,,2011/05/03 10:26:39+00,2015/12/11 00:05:45+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043437821,CAN000906063,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,09,SEMSCAN000906063
-122.748314098,45.569205819,363,110004787393,GOULD,5909 NW 61ST AVE,PORTLAND,MULTNOMAH,41051,OR,97210,45.5692,-122.7483,17090012,,,,2002/01/28 20:39:08+00,2015/12/11 00:05:50+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110004787393,ORD095003687,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,10,SEMSORD095003687
-73.064701226,40.7745082440001,364,110009303137,"GOLDISC RECORDINGS, INC.",725 BROADWAY,HOLBROOK,SUFFOLK,36103,NY,11741-4905,40.7745,-73.0647,02030202,,,,2002/02/28 19:57:39+00,2015/12/11 00:00:52+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009303137,NYD980768717,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNYD980768717
-122.367332997,37.7222948950001,365,110002623796,HPSY,HUNTERS POINT NAVAL SHIPYARD,SAN FRANCISCO,SAN FRANCISCO,06075,CA,94124,37.72229,-122.36732,18050004,,,,2002/03/01 02:27:12+00,2015/12/11 00:05:40+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002623796,CA1170090087,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,Y,09,SEMSCA1170090087
-74.507701642,40.104808115,366,110009324301,FRIEDMAN PROPERTY,INTERSECTION OF RTS 537 & 539,UPPER FREEHOLD TWP,MONMOUTH,34025,NJ,08514,40.1048,-74.5077,02040201,,,,2002/03/01 00:51:19+00,2015/12/11 00:01:10+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009324301,NJD980532832,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,02,SEMSNJD980532832
-85.9007052599999,39.2164076830001,367,110009326363,TRI-STATE PLATING,1716 KELLER AVE,COLUMBUS,BARTHOLOMEW,18005,IN,47201,39.2164,-85.9007,05120205,,,,2002/03/01 01:26:10+00,2015/12/11 00:05:01+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009326363,IND006038764,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,05,SEMSIND006038764
-75.4475016,40.547008416,368,110009307758,VOORTMAN FARM,VERA CRUZ RD,CENTER VALLEY,LEHIGH,42077,PA,18034,40.547,-75.4475,02040106,,,,2002/02/28 20:52:59+00,2015/12/11 00:04:35+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009307758,PAD980692719,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,03,SEMSPAD980692719
-98.849468609,38.346548367,369,110017375204,"PLATING, INC.",8801 6TH STREET,GREAT BEND,BARTON,20009,KS,67530-9771,38.346542,-98.84946,11030008,,,,2007/10/23 20:22:34+00,2015/12/11 00:05:17+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017375204,KSD065735912,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,07,SEMSKSD065735912
-89.4764233339999,39.1611738300001,370,110000438795,EAGLE ZINC CO,218 INDL. PARK DR.,HILLSBORO,MONTGOMERY,17135,IL,62049,39.161167,-89.476417,07140203,,,,2007/03/21 15:48:32+00,2015/12/11 00:04:54+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000438795,ILD980606941,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,05,SEMSILD980606941
-117.97121194,33.895304482,371,110033605819,MCCOLL,ROSECRANS & SUNNY RIDGE,FULLERTON,ORANGE,06059,CA,92833,33.8953,-117.9712,18070106,,,,2002/03/01 03:08:59+00,2015/12/11 00:05:48+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033605819,CAD980498695,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,09,SEMSCAD980498695
-95.2033376209999,29.5700055190001,372,110001995440,"BRIO REFINING, INC.",2501 DIXIE FARM ROAD,FRIENDSWOOD,HARRIS,48201,TX,77546,29.57,-95.203331,12040204,,,,2002/01/28 20:56:45+00,2015/12/11 00:04:51+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001995440,TXD980625453,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,06,SEMSTXD980625453
-75.915283184,40.1197269210001,373,110009308132,WALSH LANDFILL,WALSH ROAD,HONEYBROOK TOWNSHIP,CHESTER,42029,PA,19344,40.119719,-75.915281,02040205,,,,2002/02/28 20:57:44+00,2015/12/11 00:04:38+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009308132,PAD980829527,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,03,SEMSPAD980829527
-117.247213227,45.3594448860001,374,110044948297,JOSEPH FOREST PRODUCTS,RUSSELL LANE,JOSEPH,WALLOWA,41063,OR,97846,45.359439,-117.2472,17060105,,,,2002/03/01 00:27:18+00,2015/12/11 00:05:50+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044948297,ORD068782820,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,10,SEMSORD068782820
-83.925837303,35.919451135,375,110009331222,SMOKEY MOUNTAIN SMELTERS,1508 MARYVILLE PIKE,KNOXVILLE,KNOX,47093,TN,37920,35.919444,-83.925833,06010201,,,,2010/03/17 09:50:18+00,2015/12/11 00:05:26+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009331222,TND098071061,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,04,SEMSTND098071061
-74.719440772,39.802788725,376,110064182655,EWAN PROPERTY,WALLINGFORD WAY,SHAMONG TOWNSHIP,BURLINGTON,34005,NJ,08088,39.802781,-74.719439,02040301,,,,2002/02/28 19:31:40+00,2015/12/11 00:04:32+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064182655,NJD980761365,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD980761365
-74.085562475,40.73472759,377,110009299749,PJP LANDFILL,400 SIP AVENUE,JERSEY CITY,HUDSON,NJ017,NJ,07306,40.734719,-74.085561,02030103,,,,2002/02/28 19:26:34+00,2015/12/11 00:00:30+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009299749,NJD980505648,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD980505648
-81.0602842449999,33.9208379720001,378,110007830099,PALMETTO WOOD PRESERVING,DIXIANA RD,WEST COLUMBIA,LEXINGTON,45063,SC,29169,33.920831,-81.060281,03050110,,,,2002/03/01 05:12:46+00,2015/12/11 00:04:50+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007830099,SCD003362217,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,04,SEMSSCD003362217
-70.080250781,44.2370922280001,379,110043993685,LEEDS METAL,OFF 18 BLUE ROCK ROAD,LEEDS,ANDROSCOGGIN,23001,ME,04263,44.237083,-70.08025,01040002,,,,2011/11/04 09:53:20+00,2015/12/11 00:05:58+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043993685,MEN000103584,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,01,SEMSMEN000103584
-74.615282194,40.3875082540001,380,110000802622,HIGGINS DISPOSAL,121 LAUREL AVENUE,KINGSTON,SOMERSET,34035,NJ,08528-9624,40.3875,-74.615281,02030105,,,,2002/01/28 20:16:48+00,2015/12/11 00:04:38+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000802622,NJD053102232,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD053102232
-119.80941239,36.842505327,381,110009267346,INDUSTRIAL WASTE PROCESSING,7140 N HARRISON,FRESNO,FRESNO,06019,CA,93650,36.8425,-119.8094,18030012,,,,2002/02/28 13:56:08+00,2015/12/11 00:05:48+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009267346,CAD980736284,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,09,SEMSCAD980736284
-83.834804845,42.904008355,382,110003572731,BERLIN & FARRO,8322 SOUTH MOORISH ROAD,SWARTZ CREEK,GENESEE,26049,MI,48473,42.904,-83.8348,04080204,,,,2002/01/28 19:55:34+00,2015/12/11 00:05:10+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003572731,MID000605717,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,05,SEMSMID000605717
-74.4412012729999,40.4424082850001,383,110004151649,FRIED INDUSTRIES,11 FRESH PONDS RD,EAST BRUNSWICK,MIDDLESEX,34023,NJ,08816-2500,40.4424,-74.4412,02030105,,,,2002/03/01 04:37:48+00,2015/12/11 00:04:37+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110004151649,NJD041828906,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD041828906
-79.6825031129999,41.044607726,384,110009258855,CRAIG FARM DRUM,SR 4001,PARKER,ARMSTRONG,42005,PA,16049,41.0446,-79.6825,05010006,,,,2002/02/28 12:03:30+00,2015/12/11 00:04:31+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009258855,PAD980508527,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,03,SEMSPAD980508527
-71.289444426,42.4706749750001,385,110024807707,USAF HANSCOM AFB 66 ABG/CEIE,120 GRENIER ST,HANSCOM AFB,MIDDLESEX,25017,MA,01731-0000,42.470666,-71.289444,01070006,,,,2002/03/01 03:56:02+00,2015/12/11 00:05:53+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110024807707,MA8570024424,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,Y,01,SEMSMA8570024424
-95.435434749,30.3187497230001,386,110064215745,CONROE CREOSOTING CO.,HWY 105 EAST,CONROE,MONTGOMERY,48339,TX,77301,30.318744,-95.435428,12040101,,,,2003/05/14 16:42:42+00,2015/12/11 00:04:51+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064215745,TXD008091951,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,06,SEMSTXD008091951
-77.84556366,42.9765398750001,387,110000327566,JCI JONES CHEMICALS,100 SUNNY SOL BOULEVARD,CALEDONIA,LIVINGSTON,36051,NY,14423-1080,42.976531,-77.845561,04130003,,,,2002/01/28 20:22:43+00,2015/12/11 00:01:16+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000327566,NYD000813428,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNYD000813428
-120.508913922,46.5723054250001,388,110008216082,YAKIMA PLATING CO.,1804-1/2 SOUTH 3RD AVENUE,YAKIMA,YAKIMA,53077,WA,98902,46.5723,-120.5089,17030003,,,,2002/02/28 13:34:02+00,2015/12/11 00:05:37+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110008216082,WAD040187890,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,10,SEMSWAD040187890
-75.424720817,39.7580690030001,389,110029595187,NL INDUSTRIES,PENNS GROVE PEDRICKTOWN RD,PEDRICKTOWN,SALEM,34033,NJ,08067,39.758061,-75.424719,02040206,,,,2002/02/28 19:25:56+00,2015/12/11 00:04:41+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110029595187,NJD061843249,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD061843249
-111.999579253,41.259098517,390,110020079341,OGDEN DEFENSE DEPOT (DLA),500 W 1200 S,OGDEN,WEBER,49057,UT,844070000,41.259092,-111.999567,16020102,,,,2002/03/01 05:22:01+00,2015/12/11 00:05:39+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020079341,UT9210020922,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,Y,08,SEMSUT9210020922
-85.590511352,43.0134054100001,391,110009338145,"STATE DISPOSAL LANDFILL, INC.",EAST BELTLINE & 3 MILE RD NE,GRAND RAPIDS,KENT,26081,MI,49505,43.013397,-85.590506,04050006,,,,2002/03/01 04:08:51+00,2015/12/11 00:04:49+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009338145,MID980609341,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,05,SEMSMID980609341
-105.497715462,36.7003000350001,392,110007031602,QUESTA MINE,354 STATE ROAD 38,QUESTA,TAOS,35055,NM,87556,36.700294,-105.497706,13020101,,,,2002/02/28 19:39:47+00,2015/12/11 00:04:54+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110007031602,NMD002899094,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,06,SEMSNMD002899094
-106.59850125,37.4239233690001,393,110001436624,GALACTIC RESOURCES INC SUMMITVILLE CMC,SEC 30 T37N R4E,SUMMITVILLE,RIO GRANDE,08105,CO,81132,37.423917,-106.598491,13010002,,,,2002/02/28 15:13:11+00,2015/12/11 00:05:45+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001436624,COD983778432,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,08,SEMSCOD983778432
-76.583902155,36.67840743,394,110009346635,SUFFOLK CITY LANDFILL,UNOBTAINABLE,SUFFOLK,SUFFOLK CITY,51800,VA,23434,36.6784,-76.5839,03010205,,,,2002/03/01 05:24:28+00,2015/12/11 00:05:13+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009346635,VAD980917983,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,DELETED FROM THE FINAL NPL,,,,N,03,SEMSVAD980917983
-75.416663122,43.2333396340001,395,110000882652,GRIFFISS AIR FORCE BASE,153 BROOKS RD,ROME,ONEIDA,36065,NY,13441,43.233331,-75.416661,02020004,,,,2002/02/28 13:22:10+00,2015/12/11 00:00:46+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000882652,NY4571924451,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,Y,02,SEMSNY4571924451
-75.1360051079999,40.3159662530001,396,110004832986,CHEM-FAB,300 N BROAD ST,DOYLESTOWN,BUCKS,42017,PA,18901,40.315958,-75.136003,02040201,,,,2007/10/23 20:22:34+00,2015/12/11 00:01:02+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110004832986,PAD002323848,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,03,SEMSPAD002323848
-83.907226438,43.572091431,397,110009292559,BAY CITY MIDDLEGROUNDS,800 EVERGREEN DRIVE,BAY CITY,BAY,26017,MI,48706,43.572083,-83.907222,04080206,,,,2002/02/28 18:21:59+00,2015/12/11 00:05:17+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009292559,MID981092935,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,PROPOSED FOR NPL,,,,N,05,SEMSMID981092935
-75.589451644,42.160427543,398,110009303128,COLESVILLE MUNICIPAL LANDFILL,EAST WINDSOR RD,TOWN OF COLESVILLE,BROOME,36007,NY,13813,42.160419,-75.58945,02050101,,,,2002/02/28 19:57:29+00,2015/12/11 00:00:52+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009303128,NYD980768691,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNYD980768691
-74.319445622,40.4847303930001,399,110030722626,USEPA REGION II HORSESHOE ROAD SUPERFUND SITE,400 HORSESHOE ROAD,SAYREVILLE,MIDDLESEX,34023,NJ,08872,40.484722,-74.319444,02030105,,,,2002/02/28 19:31:16+00,2015/12/11 00:04:32+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030722626,NJD980663678,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,02,SEMSNJD980663678
-82.5916730329999,38.43750756,400,110002444409,SOUTH POINT PLANT,COUNTY ROAD 1,SOUTH POINT,LAWRENCE,39087,OH,456801004,38.4375,-82.591669,05090103,,,,2002/02/28 20:18:43+00,2015/12/11 00:04:46+00,,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002444409,OHD071650592,SEMS,SUPERFUND NPL,http://www.epa.gov/superfund/action/law/cercla.htm,no data yet,Y,CURRENTLY ON THE FINAL NPL,,,,N,05,SEMSOHD071650592
